Month,Day,Temperature,Humidity,Wind Speed,Pressure,Precipitation
7,9,33.0,26.2,11.1,992.4,0.00
7,10,32.0,20.0,12.1,989.6,0.00
7,11,27.1,47.8,11.3,988.1,0.00
7,12,25.5,58.8,13.7,991.7,0.00
7,13,22.4,72.0,10.5,994.9,0.00
7,14,25.8,57.2,11.1,995.2,0.00
7,15,24.6,62.4,10.9,996.1,0.00
7,16,27.5,45.6,10.9,996.2,0.00
7,17,29.3,36.2,11.3,995.9,0.00
7,18,27.9,50.1,8.1,994.2,0.00
7,19,28.0,46.4,10.7,991.7,0.00
7,20,26.7,49.5,12.9,990.9,0.00
7,21,25.8,47.8,12.0,992.9,0.00
7,22,27.1,47.4,11.8,993.0,0.00
7,23,26.5,45.0,11.4,993.0,0.00
7,24,27.4,44.6,9.2,994.2,0.00
7,25,26.7,54.5,17.1,993.1,0.00
7,26,24.8,51.9,14.7,990.2,0.00
7,27,22.7,53.1,14.7,990.4,0.00
7,28,22.8,53.8,12.2,995.0,0.00
7,29,24.6,44.0,3.2,1000.7,0.00
7,30,28.4,39.8,4.7,997.9,0.00
7,31,29.8,35.3,8.1,992.3,0.00
8,1,29.4,36.8,8.8,989.6,0.00
8,2,25.4,51.6,15.4,994.2,0.00
8,3,24.2,45.5,10.2,996.6,0.00
8,4,26.2,44.8,6.5,995.7,0.00
8,5,26.3,41.4,10.6,993.8,0.00
8,6,25.4,47.1,15.5,993.0,0.00
8,7,24.2,47.5,18.2,991.9,0.00
8,8,25.4,45.1,6.6,995.7,0.00
8,9,28.9,37.1,9.8,998.1,0.00
8,10,30.6,33.2,5.4,995.1,0.00
8,11,31.0,37.3,7.5,992.1,0.00
8,12,29.8,31.9,10.8,991.3,0.00
8,13,27.9,45.3,6.2,991.2,0.00
8,14,28.9,47.4,6.6,992.6,0.00
8,15,30.3,45.4,9.5,993.5,0.00
8,16,27.3,46.7,16.0,994.4,0.00
8,17,28.3,44.9,7.6,993.1,0.00
8,18,29.5,43.6,6.3,993.0,0.00
8,19,31.4,39.3,5.4,994.2,0.00
8,20,32.4,36.6,3.6,994.3,0.00
8,21,32.1,21.7,12.0,994.3,0.00
8,22,28.3,30.2,10.6,992.4,0.00
8,23,26.7,43.6,12.8,991.2,0.00
8,24,27.6,50.4,8.9,991.0,0.00
8,25,28.9,41.6,8.3,988.5,0.00
8,26,26.9,51.2,12.4,986.1,0.00
8,27,26.4,53.8,5.6,989.6,0.00
8,28,26.9,50.3,10.4,990.4,0.00
8,29,24.9,62.4,10.2,993.4,0.00
8,30,26.2,53.5,3.2,995.7,0.00
8,31,27.0,43.2,3.6,996.8,0.00
9,1,27.1,41.9,2.8,996.5,0.00
9,2,27.4,42.7,4.0,997.5,0.00
9,3,28.4,38.2,4.1,997.0,0.00
9,4,27.6,45.9,5.6,993.7,0.00
9,5,24.9,57.7,11.5,990.5,0.00
9,6,24.8,57.5,7.5,990.3,0.00
9,7,24.0,58.2,10.7,991.4,0.00
9,8,23.0,44.3,9.7,997.6,0.00
9,9,24.0,39.9,3.0,999.5,0.00
9,10,24.8,36.6,6.1,996.1,0.00
9,11,25.8,43.8,3.3,992.7,0.00
9,12,27.1,38.9,4.8,994.9,0.00
9,13,27.1,34.1,2.8,996.9,0.00
9,14,26.5,44.2,5.9,995.1,0.00
9,15,24.9,50.8,8.9,992.9,0.00
9,16,25.9,47.8,10.0,991.3,0.00
9,17,23.0,58.9,9.9,992.1,0.00
9,18,24.1,53.1,11.3,992.7,0.00
9,19,24.3,50.4,5.8,993.4,0.00
9,20,26.1,40.3,5.8,994.3,0.00
9,21,26.6,36.5,3.3,996.6,0.00
9,22,26.6,38.0,6.5,997.2,0.00
9,23,27.4,39.3,10.1,994.4,0.00
9,24,25.1,58.3,9.9,992.9,0.00
9,25,23.0,58.1,6.4,990.8,0.00
9,26,23.9,60.6,12.2,990.3,0.00
9,27,23.6,62.4,20.9,987.6,0.00
9,28,20.4,82.3,22.6,986.1,0.00
9,29,20.6,78.7,16.8,989.9,0.00
9,30,22.6,91.1,18.7,988.3,0.00
10,1,23.0,70.6,15.1,990.1,0.00
10,2,24.5,64.5,11.1,987.3,0.00
10,3,24.1,59.2,12.4,988.9,0.00
10,4,19.5,77.8,9.2,995.7,0.00
10,5,21.1,62.0,4.7,999.8,0.00
10,6,22.1,54.3,7.0,998.2,0.00
10,7,21.9,51.1,4.2,997.0,0.00
10,8,22.0,52.1,3.9,997.1,0.00
10,9,21.2,55.3,5.9,995.6,0.00
10,10,22.2,50.9,4.3,992.8,0.00
10,11,21.1,47.9,9.6,990.9,0.00
10,12,16.9,70.1,10.1,995.6,0.00
10,13,19.2,60.7,10.1,999.0,0.00
10,14,17.9,71.1,3.1,998.8,0.00
10,15,18.5,80.7,6.5,999.9,0.00
10,16,17.9,79.0,3.0,1000.3,0.00
10,17,18.6,71.0,2.5,994.6,0.00
10,18,18.5,69.1,8.4,992.3,0.00
10,19,18.1,92.0,6.1,993.7,0.00
10,20,18.2,80.8,1.8,997.3,0.00
10,21,18.9,75.7,7.7,993.3,0.00
10,22,17.9,89.0,20.4,986.9,0.00
10,23,19.3,82.4,7.2,993.4,0.00
10,24,20.6,85.7,20.3,989.4,0.00
10,25,16.5,96.2,7.6,989.5,0.00
10,26,15.2,90.0,1.5,997.1,0.00
10,27,15.6,83.9,2.4,1001.4,0.00
10,28,15.2,86.6,5.0,997.5,0.00
10,29,14.1,61.5,14.2,1000.3,0.00
10,30,14.1,60.6,2.1,1001.1,0.00
10,31,12.6,70.1,1.6,1002.1,0.00
11,1,12.6,74.3,1.7,1001.7,0.00
11,2,14.1,84.7,3.1,999.1,0.00
11,3,16.6,80.0,6.9,999.1,0.00
11,4,16.1,77.9,22.1,998.5,0.00
11,5,18.3,78.6,18.9,1000.3,0.00
11,6,14.8,92.2,3.6,999.8,0.00
11,7,14.2,89.0,3.7,999.1,0.00
11,8,16.7,79.5,14.2,999.0,0.00
11,9,13.3,63.0,13.0,1004.9,0.00
11,10,13.5,78.7,5.1,1006.3,0.00
11,11,14.8,72.6,3.4,1002.9,0.00
11,12,16.3,69.6,3.4,999.1,0.00
11,13,15.9,73.5,8.9,998.4,0.00
11,14,15.2,61.9,8.3,1003.0,0.00
11,15,12.2,57.8,10.9,999.6,0.00
11,16,9.1,59.4,8.3,995.7,0.00
11,17,9.8,69.8,5.4,993.5,0.00
11,18,10.6,72.9,13.7,989.6,0.00
11,19,12.0,68.6,11.4,992.3,0.00
11,20,9.8,60.8,4.3,997.5,0.00
11,21,6.8,77.6,11.8,993.7,0.00
11,22,8.8,94.8,1.9,990.6,0.00
11,23,7.8,85.1,9.0,992.8,0.00
11,24,7.8,67.3,5.1,994.9,0.00
11,25,8.3,63.3,5.4,999.8,0.00
11,26,7.1,65.8,5.8,1000.0,0.00
11,27,7.7,66.3,6.6,999.2,0.00
11,28,7.1,72.0,9.5,1001.5,0.00
11,29,8.1,65.6,5.3,1004.7,0.00
11,30,7.3,68.8,2.9,998.5,0.00
12,1,7.6,56.2,7.5,997.0,0.00
12,2,6.9,63.5,2.3,998.1,0.00
12,3,7.9,61.2,6.9,1001.9,0.00
12,4,9.5,70.8,7.1,1004.2,0.00
12,5,7.8,77.6,3.0,1004.9,0.00
12,6,8.5,69.4,3.6,1002.6,0.00
12,7,6.9,71.8,1.5,1001.8,0.00
12,8,5.9,73.7,0.3,1003.9,0.00
12,9,6.7,75.8,6.5,1005.8,0.00
12,10,8.9,68.9,15.3,1004.9,0.00
12,11,10.3,62.1,15.6,1004.2,0.00
12,12,11.3,66.9,5.7,1006.1,0.00
12,13,11.7,93.8,1.8,1005.5,0.00
12,14,10.3,89.2,4.1,1008.2,0.00
12,15,9.0,82.5,4.9,1008.4,0.00
12,16,8.1,83.4,4.8,1004.6,0.00
12,17,11.8,78.2,5.3,1003.9,0.00
12,18,10.9,88.5,8.4,1004.5,0.00
12,19,12.6,89.4,23.9,996.8,0.00
12,20,8.4,63.0,10.3,1008.1,0.00
12,21,5.9,77.4,3.2,1009.7,0.00
12,22,4.8,84.1,0.5,1009.4,0.00
12,23,8.1,80.5,4.5,1004.3,0.00
12,24,14.1,85.1,37.0,988.6,0.00
12,25,10.7,88.4,27.2,982.9,0.00
12,26,11.1,82.9,12.9,997.5,0.00
12,27,14.4,87.5,19.1,993.7,0.00
12,28,10.1,77.3,18.9,998.1,0.00
12,29,6.0,84.3,3.0,1007.7,0.00
12,30,5.3,89.5,1.6,1006.8,0.00
12,31,9.0,95.5,5.0,1000.2,0.00
1,1,12.3,89.9,13.6,996.6,0.00
1,2,14.3,95.6,20.8,994.1,0.00
1,3,14.4,92.1,14.0,997.4,0.00
1,4,11.8,86.1,33.8,995.9,0.00
1,5,12.1,82.7,12.2,1001.7,0.00
1,6,12.9,82.1,10.4,997.5,0.00
1,7,14.6,80.3,9.7,996.9,0.00
1,8,12.4,79.4,8.1,996.2,0.00
1,9,13.1,72.9,3.7,995.6,0.00
1,10,11.1,84.1,2.6,991.9,0.00
1,11,9.0,91.4,1.4,995.5,0.00
1,12,12.3,90.6,6.4,1001.5,0.00
1,13,10.7,81.0,15.7,1001.7,0.00
1,14,12.9,88.1,23.4,998.0,0.00
1,15,12.8,89.7,11.5,994.8,0.00
1,16,10.4,83.5,13.1,990.6,0.00
1,17,10.1,80.6,16.9,978.1,0.00
1,18,10.3,82.7,19.3,975.9,0.00
1,19,9.4,72.7,23.6,982.6,0.00
1,20,9.4,81.8,12.9,997.9,0.00
1,21,11.0,90.3,13.8,996.2,0.00
1,22,12.5,78.3,19.0,994.6,0.00
1,23,10.1,66.3,9.5,1004.7,0.00
1,24,9.3,84.1,12.8,1006.7,0.00
1,25,13.4,75.3,15.2,1005.2,0.00
1,26,9.5,93.6,11.7,1004.8,0.00
1,27,11.6,75.3,28.1,997.6,0.00
1,28,10.1,89.0,24.5,990.1,0.00
1,29,9.4,74.5,21.3,981.6,0.00
1,30,8.7,72.6,17.0,992.1,0.00
1,31,13.2,84.9,17.2,992.7,0.00
2,1,11.7,74.3,26.4,994.3,0.00
2,2,7.1,74.3,1.9,998.8,0.00
2,3,10.1,75.7,21.2,990.8,0.00
2,4,11.2,84.4,23.2,991.0,0.00
2,5,12.7,81.0,16.1,992.1,0.00
2,6,14.1,86.5,26.3,988.2,0.00
2,7,10.3,87.4,18.1,998.5,0.00
2,8,12.2,84.0,27.9,991.1,0.00
2,9,11.3,91.7,25.4,983.0,0.00
2,10,8.4,70.5,29.6,995.0,0.00
2,11,10.0,93.3,23.9,994.9,0.00
2,12,12.5,94.4,10.0,997.8,0.00
2,13,16.0,88.8,21.8,997.7,0.00
2,14,14.9,84.2,22.2,990.4,0.00
2,15,11.1,79.6,10.9,991.3,0.00
2,16,9.0,69.5,6.6,995.5,0.00
2,17,9.1,77.9,4.9,989.8,0.00
2,18,10.8,71.9,13.3,993.6,0.00
2,19,11.2,73.1,8.6,1000.9,0.00
2,20,13.3,90.0,15.0,1000.0,0.00
2,21,10.3,70.1,15.3,1001.5,0.00
2,22,9.8,78.9,5.1,1003.9,0.00
2,23,11.7,69.1,14.9,992.9,0.00
2,24,11.2,72.2,17.3,996.3,0.00
2,25,11.7,82.1,14.2,1000.8,0.00
2,26,11.3,71.7,14.4,1006.0,0.00
2,27,13.0,88.4,11.3,1008.0,0.00
2,28,12.7,77.4,22.9,1003.4,0.00
3,1,14.0,89.1,30.3,991.5,0.00
3,2,14.4,85.3,33.3,991.3,0.00
3,3,12.1,65.8,31.6,994.8,0.00
3,4,11.6,73.9,20.6,998.5,0.00
3,5,15.3,74.0,15.8,997.0,0.00
3,6,12.8,78.3,3.1,998.5,0.00
3,7,15.8,68.1,10.7,998.4,0.00
3,8,16.4,57.7,12.9,996.5,0.00
3,9,15.5,55.1,15.1,996.9,0.00
3,10,14.3,50.7,14.9,996.4,0.00
3,11,14.7,50.3,7.7,995.0,0.00
3,12,14.8,52.1,10.9,999.5,0.00
3,13,13.5,61.6,8.1,1002.0,0.00
3,14,13.6,63.6,5.4,1004.0,0.00
3,15,14.6,56.8,3.3,1005.3,0.00
3,16,15.8,53.0,2.4,1001.6,0.00
3,17,16.6,54.1,4.6,999.4,0.00
3,18,14.3,71.0,8.7,998.8,0.00
3,19,15.6,66.4,5.4,997.0,0.00
3,20,14.4,77.4,9.2,997.7,0.00
3,21,14.0,76.1,9.4,999.1,0.00
3,22,14.2,66.5,23.3,996.7,0.00
3,23,11.5,60.8,8.4,999.6,0.00
3,24,12.0,76.6,16.3,1000.5,0.00
3,25,12.6,71.9,29.5,1003.7,0.00
3,26,12.2,54.1,21.4,997.6,0.00
3,27,10.6,66.2,10.3,989.3,0.00
3,28,9.8,84.8,7.5,982.2,0.00
3,29,12.2,73.7,5.2,982.4,0.00
3,30,12.3,76.8,12.8,989.4,0.00
3,31,14.3,84.5,17.3,988.5,0.00
4,1,15.7,73.3,23.2,982.4,0.00
4,2,13.0,83.9,11.8,978.1,0.00
4,3,10.9,86.2,11.3,984.4,0.00
4,4,12.6,80.4,11.2,997.9,0.00
4,5,17.6,84.1,13.7,999.7,0.00
4,6,17.1,86.8,4.6,997.9,0.00
4,7,17.2,81.8,3.3,996.1,0.00
4,8,21.4,63.4,4.0,996.9,0.00
4,9,21.9,61.8,11.6,995.5,0.00
4,10,21.3,61.9,9.5,992.4,0.00
4,11,19.3,68.4,7.9,990.9,0.00
4,12,16.4,81.9,11.1,992.7,0.00
4,13,19.7,72.7,6.7,995.9,0.00
4,14,20.4,60.0,7.0,992.2,0.00
4,15,18.9,66.4,8.4,993.0,0.00
4,16,19.9,67.4,5.4,995.5,0.00
4,17,22.1,62.9,5.7,994.1,0.00
4,18,17.4,86.7,17.2,992.2,0.00
4,19,16.1,69.2,17.6,987.3,0.00
4,20,14.2,81.6,8.2,982.4,0.00
4,21,15.4,82.6,12.7,982.8,0.00
4,22,15.6,71.5,10.1,994.5,0.00
4,23,16.3,76.6,9.3,998.7,0.00
4,24,13.8,77.1,20.2,997.8,0.00
4,25,14.4,65.6,12.2,1002.1,0.00
4,26,15.7,80.5,17.5,999.6,0.00
4,27,16.9,61.0,10.3,998.5,0.00
4,28,19.1,59.7,12.1,996.0,0.00
4,29,19.3,60.5,9.6,994.5,0.00
4,30,21.5,54.0,10.0,993.6,0.00
5,1,22.0,55.1,8.0,993.5,0.00
5,2,23.5,40.7,8.4,993.5,0.00
5,3,21.6,36.3,8.2,993.3,0.00
5,4,22.7,40.6,4.8,990.9,0.00
5,5,24.4,44.3,6.3,989.9,0.00
5,6,25.0,44.4,8.8,992.7,0.00
5,7,20.8,63.8,7.9,995.6,0.00
5,8,22.8,57.4,12.5,995.9,0.00
5,9,24.1,54.2,7.9,996.4,0.00
5,10,25.3,51.4,13.6,996.4,0.00
5,11,24.4,47.3,11.4,995.1,0.00
5,12,23.8,43.1,11.2,992.4,0.00
5,13,23.9,37.9,5.7,994.8,0.00
5,14,25.4,40.8,16.4,997.5,0.00
5,15,26.3,40.0,13.6,994.1,0.00
5,16,24.3,37.4,9.6,990.1,0.00
5,17,23.4,46.0,4.3,988.6,0.00
5,18,23.6,45.7,11.8,987.1,0.00
5,19,18.8,55.9,20.9,984.4,0.00
5,20,15.9,59.5,15.4,986.2,0.00
5,21,14.3,72.8,25.9,985.7,0.00
5,22,16.7,62.9,18.7,993.8,0.00
5,23,17.7,57.7,14.9,994.7,0.00
5,24,17.2,52.1,9.8,992.4,0.00
5,25,16.4,53.4,16.2,994.5,0.00
5,26,17.9,45.5,11.4,998.2,0.00
5,27,18.2,51.9,16.1,996.6,0.00
5,28,19.6,57.8,24.9,996.1,0.00
5,29,20.1,58.9,16.5,997.7,0.00
5,30,21.5,50.2,14.6,996.6,0.00
5,31,22.5,41.8,12.4,994.5,0.00
6,1,23.1,36.3,9.3,996.2,0.00
6,2,24.8,40.4,11.3,996.2,0.00
6,3,23.1,53.9,15.8,995.3,0.00
6,4,21.6,52.9,19.4,993.1,0.00
6,5,20.6,49.1,7.3,990.2,0.00
6,6,21.1,59.8,16.1,988.5,0.00
6,7,21.7,53.4,11.3,993.5,0.00
6,8,21.9,48.5,12.1,996.4,0.00
6,9,21.1,55.4,13.9,996.3,0.00
6,10,22.0,47.1,6.8,995.2,0.00
6,11,26.4,42.8,6.8,995.1,0.00
6,12,29.8,37.1,10.0,996.2,0.00
6,13,30.9,33.9,4.8,994.3,0.00
6,14,32.9,27.4,7.5,990.4,0.00
6,15,28.4,26.2,10.1,990.1,0.00
6,16,27.6,27.9,7.1,989.4,0.00
6,17,25.8,58.1,12.8,990.7,0.00
6,18,25.3,57.6,13.2,992.3,0.00
6,19,23.8,50.9,9.5,992.6,0.00
6,20,21.9,52.7,10.9,992.4,0.00
6,21,23.9,46.4,15.3,992.9,0.00
6,22,22.3,52.7,9.3,994.8,0.00
6,23,20.5,67.3,9.4,994.9,0.00
6,24,20.1,70.2,14.3,993.8,0.00
6,25,22.3,64.5,13.9,994.7,0.00
6,26,23.3,52.0,10.8,994.3,0.00
6,27,23.3,52.8,13.5,994.8,0.00
6,28,23.4,52.8,20.8,994.8,0.00
6,29,22.7,42.9,13.4,997.4,0.00
6,30,23.5,49.1,11.2,995.5,0.00
7,1,21.5,61.6,20.1,993.8,0.00
7,2,18.5,74.6,11.4,993.4,0.00
7,3,20.9,64.5,6.5,994.4,0.00
7,4,24.7,57.9,10.7,995.1,0.00
7,5,22.1,63.9,12.1,994.1,0.00
7,6,20.9,77.9,16.8,994.3,0.00
7,7,22.1,52.6,14.2,995.7,0.00
7,8,25.5,45.0,8.8,995.3,0.00
7,9,28.0,40.1,6.5,991.9,0.00
7,10,28.6,29.6,8.3,993.0,0.00
7,11,28.4,24.5,5.4,993.5,0.00
7,12,29.6,28.1,3.9,992.2,0.00
7,13,27.9,40.9,10.6,993.0,0.00
7,14,28.2,43.9,7.2,993.1,0.00
7,15,29.4,43.9,8.3,993.5,0.00
7,16,31.1,39.9,6.3,992.6,0.00
7,17,29.3,33.2,8.2,993.5,0.00
7,18,24.6,46.4,17.1,991.6,0.00
7,19,22.4,65.2,17.5,992.2,0.00
7,20,23.1,56.2,15.3,997.1,0.00
7,21,26.3,44.4,4.9,996.7,0.00
7,22,29.3,38.2,6.3,992.1,0.00
7,23,26.8,50.5,17.4,989.8,0.00
7,24,24.7,53.9,13.8,989.3,0.00
7,25,25.6,48.8,8.9,989.1,0.00
7,26,27.0,50.0,7.6,991.3,0.00
7,27,28.9,41.9,7.3,993.1,0.00
7,28,27.4,47.3,16.3,992.4,0.00
7,29,26.8,51.8,6.9,990.0,0.00
7,30,29.3,39.0,11.1,990.2,0.00
7,31,26.9,48.4,15.6,992.0,0.00
8,1,24.2,51.8,20.2,991.5,0.00
8,2,22.8,58.4,18.9,991.2,0.00
8,3,24.5,57.5,6.4,991.2,0.00
8,4,24.3,46.4,12.6,993.8,0.00
8,5,26.2,43.7,11.3,995.9,0.00
8,6,26.8,49.3,11.0,995.3,0.00
8,7,27.8,47.8,13.3,993.6,0.00
8,8,26.4,55.5,15.6,991.3,0.00
8,9,26.7,55.0,11.5,990.0,0.00
8,10,26.2,52.4,12.4,992.6,0.00
8,11,26.6,55.3,12.3,994.1,0.00
8,12,26.1,39.1,16.4,993.7,0.00
8,13,29.3,14.7,16.3,991.8,0.00
8,14,25.3,39.1,9.4,993.5,0.00
8,15,26.6,37.3,11.7,994.5,0.00
8,16,27.4,34.9,5.4,994.2,0.00
8,17,28.4,39.1,6.0,991.2,0.00
8,18,28.6,34.1,15.1,988.5,0.00
8,19,22.8,56.4,15.4,991.7,0.00
8,20,24.1,47.3,13.5,994.0,0.00
8,21,25.4,35.2,13.3,992.9,0.00
8,22,24.1,44.9,16.4,993.6,0.00
8,23,24.7,43.8,4.6,995.0,0.00
8,24,26.8,40.0,6.1,995.3,0.00
8,25,27.3,36.9,8.6,994.5,0.00
8,26,27.9,54.6,15.3,994.1,0.00
8,27,28.6,48.3,9.7,993.8,0.00
8,28,26.6,49.4,11.3,994.1,0.00
8,29,26.3,42.6,10.6,994.0,0.00
8,30,25.9,45.9,6.8,992.7,0.00
8,31,27.7,40.8,4.6,992.7,0.00
9,1,30.2,38.3,4.4,991.1,0.00
9,2,29.3,40.9,10.2,989.9,0.00
9,3,25.2,56.1,14.7,991.7,0.00
9,4,25.1,50.6,14.1,992.3,0.00
9,5,26.3,45.8,8.8,992.5,0.00
9,6,25.1,60.2,9.7,991.8,0.00
9,7,24.6,68.6,12.9,989.9,0.00
9,8,25.8,57.6,6.8,992.1,0.00
9,9,25.4,52.8,4.7,992.4,0.00
9,10,22.5,73.3,11.6,991.9,0.00
9,11,23.7,70.7,6.4,993.9,0.00
9,12,24.2,66.1,7.4,994.5,0.00
9,13,24.8,55.4,9.0,994.9,0.00
9,14,24.4,57.8,11.7,992.4,0.00
9,15,23.2,63.0,10.1,990.9,0.00
9,16,22.2,69.3,19.5,983.7,0.00
9,17,20.5,83.3,15.3,985.2,0.00
9,18,21.4,71.8,16.4,986.7,0.00
9,19,20.3,82.3,13.6,989.2,0.00
9,20,21.1,74.3,3.7,994.1,0.00
9,21,21.2,74.2,5.8,994.0,0.00
9,22,18.0,89.1,3.2,993.4,0.00
9,23,19.0,86.9,5.6,992.3,0.00
9,24,19.4,81.5,2.5,993.5,0.00
9,25,19.7,76.2,4.1,995.5,0.00
9,26,22.4,65.9,10.9,996.8,0.00
9,27,18.4,89.7,4.6,996.8,0.00
9,28,19.4,80.6,4.7,997.5,0.00
9,29,19.6,76.9,4.0,999.5,0.00
9,30,20.3,71.7,5.7,999.8,0.00
10,1,22.3,66.3,5.7,998.3,0.00
10,2,23.5,67.6,4.1,998.3,0.00
10,3,22.8,66.5,1.9,997.7,0.00
10,4,20.6,71.0,9.3,996.3,0.00
10,5,18.3,75.1,11.5,994.5,0.00
10,6,17.5,76.0,7.7,993.1,0.00
10,7,19.9,77.2,8.9,992.6,0.00
